"GENE"	"TCGA_bladder"	"TCGA_prostate"	"TCGA_thyroid"
"530"	"CXorf65"	0	0	8.9259
"531"	"DUOX1"	3521.5054	889.7542	2721.5742
"532"	"TUT1"	363.2019	558.7734	738.8173
"533"	"LOC80054"	17.9211	135.6372	147.6823
"534"	"UNC45B"	2.3895	5.5163	1.6229
"535"	"C1QTNF1"	557.3477	1381.6825	929.1003
"536"	"FLJ43859"	0	0	0
"537"	"C12orf59"	1.7921	6.1653	11.7659
"538"	"KIAA1377"	80.6452	234.607	237.7523
"539"	"KLHL23"	56.1529	227.0625	61.2638
"540"	"FUNDC2"	1173.8351	1106.5012	1241.9109
"541"	"ARHGEF6"	943.8471	574.0245	857.2878
"542"	"ALDH1L1"	4077.0609	1121.7652	40.5721
"543"	"MUL1"	1148.7455	855.6826	814.2814
"544"	"CCRL2"	114.098	29.8532	76.6812
"545"	"SERPINE3"	0	0.3245	0
"546"	"MYO15B"	1994.0263	894.9461	1396.4905
"547"	"FGF20"	0	2.2714	1.6229
"548"	"TAPT1"	440.2628	583.7592	958.3122
"549"	"SHANK3"	483.2736	850.4908	770.8693
"550"	"C18orf21"	170.2509	147.6434	217.0606
"551"	"GYG1"	685.7826	1271.6801	640.2272
"552"	"ZDHHC24"	151.135	235.5804	374.8859
"553"	"POLR3A"	255.675	557.8	379.3488
"554"	"RSAD1"	419.3548	600.3083	858.9106
"555"	"NOL8"	370.9677	737.8924	767.6235
"556"	"OR6P1"	0	0	0
"557"	"CYP2B7P1"	1.7921	20.7674	2.4343
"558"	"MMP15"	375.7467	481.5446	4218.2777
"559"	"ADCY10"	0	0.649	0
"560"	"ICAM1"	2135.6033	931.6135	1833.0459
"561"	"SOX12"	86.0215	400.7463	297.799
"562"	"RNF43"	206.6906	947.8381	135.5107
"563"	"STEAP4"	402.0311	6235.4182	649.9645
"564"	"DYNLT1"	1014.9343	783.6457	945.7349
"565"	"SPOCK1"	1616.4875	4720.6944	66.9439
"566"	"SEPN1"	2074.0741	4397.5014	2373.8716
"567"	"RPS16"	14206.0932	8957.2483	14819.7586
"568"	"ANKFN1"	22.7001	38.9389	0.4057
"569"	"GRP"	0	24.9858	0
"570"	"LOC253039"	182.1983	946.8646	963.1808
"571"	"SHARPIN"	703.1063	681.431	1026.879
"572"	"MKI67"	16.129	282.6316	739.6288
"573"	"KLHL4"	8.3632	14.9266	51.9322
"574"	"ZFR"	2043.6081	2499.8783	1794.5025
"575"	"DZIP1L"	80.6452	75.6064	117.2533
"576"	"NR4A3"	7072.8793	1461.5073	1577.0362
"577"	"GKN1"	912.7838	0	0
"578"	"UPF1"	3593.19	3366.9181	2966.6295
"579"	"IL8"	4658.3035	449.0955	18.6632
"580"	"ZNF341"	166.0693	141.8025	120.0933
"581"	"CCRL1"	433.6918	23.0389	28.4004
"582"	"VPS35"	3498.8053	3028.7986	1828.1773
"583"	"ENSA"	4445.0418	2999.5944	4222.7406
"584"	"C19orf53"	1169.6535	879.046	1756.3647
"585"	"FLJ40504"	0	0	1.2172
"586"	"CSN1S1"	0	0	0
"587"	"FBXL20"	76.4636	161.272	116.4418
"588"	"NPSR1"	0	0	0
"589"	"VWA3A"	1.1947	0.649	6.0858
"590"	"ZNF286A"	170.2509	253.1029	251.5468
"591"	"STAC"	29.2712	192.4231	17.446
"592"	"INPP4B"	562.724	378.3565	129.0192
"593"	"C8B"	0	0	0
"594"	"OR4N3P"	0	0	0
"595"	"CYP4F3"	130.227	64.2492	0
"596"	"TMEM87A"	1890.681	2988.2372	2072.8269
"597"	"FAM22D"	23.8949	114.8698	103.8645
"598"	"CCDC75"	6.5711	83.0697	73.4354
"599"	"SLC18A3"	0	0	0
"600"	"NHEDC2"	108.1243	166.4639	99.4016
"601"	"S100B"	45.4002	52.892	97.373
"602"	"TMEM2"	5299.8805	1171.7368	1116.5433
"603"	"CMBL"	448.0287	1026.0404	529.4655
"604"	"B3GNT6"	0	5.5163	0
"605"	"SSPN"	900.8363	1696.4387	920.5802
"606"	"CCDC132"	153.5245	484.7895	449.9442
"607"	"APBB1IP"	115.2927	192.4231	888.1225
"608"	"GOLPH3L"	937.276	1012.7363	830.1045
"609"	"AMELX"	0	0	0
"610"	"ASIP"	0.5974	0.3245	3.6515
"611"	"BRF1"	658.3035	651.9283	633.7032
"612"	"FAM175B"	363.2019	430.924	485.6476
"613"	"RNASEH2B"	332.1386	416.3219	480.3733
"614"	"SIRT1"	1189.9642	894.9461	791.1553
"615"	"DHRS7B"	479.6894	578.5674	604.9295
"616"	"GAGE13"	0	0	0
"617"	"TMEM178"	70.4898	172.3047	135.9164
"618"	"FAM153C"	0	8.4368	0.4057
"619"	"APOBEC4"	0	0.9735	0.4057
"620"	"ZNF682"	48.9845	63.6002	133.8878
"621"	"HIST4H4"	25.0896	54.19	27.9947
"622"	"PPA2"	836.9176	930.9645	941.2719
"623"	"WSB1"	4028.0765	1603.9588	2518.7139
"624"	"TANK"	807.049	694.4106	1137.6407
"625"	"C10orf32"	675.0299	837.5112	1275.9915
"626"	"CLEC12A"	12.5448	37.3165	21.9089
"627"	"LHX1"	0	7.4633	0
"628"	"RAMP3"	227.5986	477.9752	724.6171
"629"	"SLC10A1"	0.5974	0.3245	0
"630"	"POU6F2"	28.0765	2.5959	0.8114
"631"	"ARV1"	255.675	352.0727	383.406
"632"	"OR2A25"	0.5974	0.9735	1.2172
"633"	"STXBP2"	2433.6918	1383.9539	1565.2703
"634"	"SLC9A3R2"	859.0203	2061.491	1347.3983
"635"	"HSPC072"	0	0.331	3.757
"636"	"FGF13"	65.7109	477.6507	225.175
"637"	"AMBP"	0	1.6225	6.0858
"638"	"NCRNA00086"	19.7133	138.2331	190.6887
"639"	"TNFRSF1A"	5711.4695	2341.8512	2149.5081
"640"	"C6orf127"	0	0.3245	0
"641"	"NOG"	5.3763	25.6348	19.8803
"642"	"KATNA1"	278.3751	290.7439	337.9653
"643"	"MYO18A"	1304.5102	1708.4903	1774.6059
"644"	"CENPC1"	249.1039	571.1041	513.6424
"645"	"AMY2A"	5.9737	0.649	4.0572
"646"	"PCA3"	0	392.9585	0.4057
"647"	"HLA-DQA2"	176.2246	75.6064	339.1825
"648"	"CARD18"	0	0	0
"649"	"AKR1CL1"	0.5974	0	0
"650"	"RFC5"	164.2772	265.7581	266.1528
"651"	"PPIC"	712.0669	609.0695	951.415
"652"	"YLPM1"	2274.1935	2299.9919	1473.1717
"653"	"C13orf33"	871.5651	55.1635	437.3669
"654"	"MARCH6"	2282.5568	2190.9629	1936.099
"655"	"TBC1D3"	855.6511	336.8119	269.3498
"656"	"VAV2"	754.4803	748.9251	1375.393
"657"	"POM121L9P"	3.5842	16.8735	11.7659
"658"	"CNTLN"	84.2294	309.8889	181.7629
"659"	"P4HA1"	1600.3584	831.9948	506.3394
"660"	"RPL35"	9810.6332	5898.2721	8159.0425
"661"	"FRS2"	483.2736	837.5112	701.0853
"662"	"TRIM60"	0	0	0
"663"	"CXorf66"	0	0	0
"664"	"THAP9"	44.2055	166.7884	214.6262
"665"	"C12orf77"	0	0	3.2458
"666"	"DNM1"	304.0621	366.9993	83.9842
"667"	"DPM1"	750.8961	478.2997	612.6382
"668"	"MED13"	2299.2832	2287.0122	1502.7893
"669"	"NSUN6"	869.773	190.4762	208.5404
"670"	"KIAA1244"	658.9008	2474.8925	45.8464
"671"	"C7orf51"	4.1816	70.739	10.9545
"672"	"LARP7"	845.8781	1141.2347	1290.1917
"673"	"PLCG2"	445.6392	298.2072	1685.3636
"674"	"KLHDC7B"	81.2425	42.1838	181.7629
"675"	"ANKRD17"	2265.8303	3207.9176	1644.3858
"676"	"CFL2"	505.3763	1979.7193	913.6829
"677"	"LOC144438"	954.0024	602.9042	673.902
"678"	"UNC45A"	1787.9331	2424.2719	1605.8424
"679"	"PRSS21"	3.5842	35.3695	4.0572
"680"	"DPT"	1520.908	1196.7226	2722.7914
"681"	"LOC100270710"	128.5723	226.6699	77.3506
"682"	"USP38"	1137.3955	848.2194	692.5652
"683"	"MARVELD1"	523.1601	1683.2838	271.5691
"684"	"PTPN5"	8.3632	58.7329	7.303
"685"	"CHGA"	0	2249.6958	0
"686"	"STAB1"	1556.7563	1525.4904	847.4206
"687"	"RNF169"	373.9785	842.6089	470.1572
"688"	"FLJ45983"	207.8853	23.0389	3.6515
"689"	"RALGPS1"	476.1051	408.5341	542.8542
"690"	"ZXDB"	955.7945	564.6143	493.762
"691"	"EPHB3"	190.5615	805.0621	57.6123
"692"	"POLR3D"	537.037	317.0277	385.4346
"693"	"PTCD1"	300.92	383.7819	314.6729
"694"	"HSPA8"	41558.5424	15531.7596	14121.1076
"695"	"C1orf210"	158.3035	302.7501	420.7323
"696"	"SNORA35"	0	0	0
"697"	"NUP35"	233.5723	214.813	206.5118
"698"	"DOCK9"	1210.2748	2024.8236	1773.405
"699"	"USP34"	2374.552	3724.5072	2955.675
"700"	"GSTM4"	359.6177	677.2126	890.0538
"701"	"ZFC3H1"	2538.2318	989.0484	1068.2625
"702"	"OPLAH"	258.0645	326.1134	201.2374
"703"	"KIF17"	8.9606	44.7798	75.8698
"704"	"GAP43"	9.5579	16.2245	1.6229
"705"	"GPR157"	123.6559	63.6002	32.8634
"706"	"MT1IP"	0	0.3245	0
"707"	"C12orf57"	1295.1016	1483.8971	1569.3275
"708"	"CUX1"	1698.9247	2116.33	2446.4956
"709"	"ALPPL2"	0	0	0.4057
"710"	"SLC4A3"	57.3477	382.5748	59.2352
"711"	"CYorf15B"	308.2437	96.3738	0
"712"	"CPD"	1930.7049	4418.2688	1612.3339
"713"	"OXT"	0.5974	0.9735	1.6229
"714"	"SLC24A4"	14.3369	8.7613	8.1144
"715"	"ZNF142"	456.3919	668.4124	511.5083
"716"	"NBPF15"	107.0848	193.1857	409.9158
"717"	"PGAP1"	1071.0872	810.5784	242.621
"718"	"CXXC4"	0	10.3837	4.0572
"719"	"SNORA64"	0	0	0
"720"	"PPYR1"	7.1685	33.7471	1.6229
"721"	"TSPAN6"	2305.2569	1558.5301	899.8884
"722"	"SCARNA10"	1.7921	0.649	4.8686
"723"	"C11orf57"	344.086	654.8227	686.4794
"724"	"FLVCR1"	118.8769	154.7822	64.1039
"725"	"ATXN3"	309.4385	611.6654	427.2239
"726"	"WNK3"	22.1027	82.4207	15.0117
"727"	"SULT1C4"	39.4265	80.7982	41.7892
"728"	"SYT14L"	0	0	2.4343
"729"	"OR4C6"	0	0	3.6515
"730"	"LANCL2"	490.4421	570.4551	584.6435
"731"	"CAPZA2"	2550.1792	2512.209	2316.665
"732"	"TATDN1"	257.4671	275.4928	367.1772
"733"	"CASQ1"	143.3692	18.1715	10.143
"734"	"FAM114A1"	721.6249	1028.6363	303.8848
"735"	"CSK"	1143.3692	1047.4568	2823.0044
"736"	"LOC100133308"	0	0.3245	0
"737"	"PACSIN2"	918.1601	1590.9792	1178.6185
"738"	"C12orf26"	80.6452	131.7433	144.0308
"739"	"GPR85"	74.6714	30.8266	9.3316
"740"	"FRG2B"	0	0	0
"741"	"TGS1"	905.0179	628.2145	563.9517
"742"	"ANKRD13A"	679.2115	1560.477	2526.4226
"743"	"WDR59"	801.6726	770.9905	1076.7826
"744"	"NKX6-3"	0	0	1.2172
"745"	"NAB2"	1744.9223	793.0559	1179.8357
"746"	"KCTD5"	965.3524	511.3977	618.724
"747"	"FNTB"	345.1434	546.4071	402.6656
"748"	"C17orf58"	146.356	186.2578	197.586
"749"	"PCYT1A"	311.828	398.7994	265.747
"750"	"FAM107A"	4109.319	1976.7989	1878.0809
"751"	"RNF126"	1047.1924	432.8709	619.5354
"752"	"PPP2R2B"	445.6392	28.5552	78.7098
"753"	"HSN2"	10.1553	13.6286	7.303
"754"	"BRWD3"	158.3035	260.8907	157.8253
"755"	"ARHGAP22"	14.9343	93.7779	214.6262
"756"	"DPH2"	390.0836	284.9031	324.5765
"757"	"GPR158"	2.3895	20.1184	8.5201
"758"	"SLC36A2"	1.1947	1.6225	0
"759"	"PNPLA2"	4345.8781	1968.3621	2165.3312
"760"	"GP5"	4.1816	9.0857	31.6462
"761"	"KAAG1"	1.0335	1.7555	41.6797
"762"	"TCERG1L"	0.5974	10.3837	370.423
"763"	"CCDC71"	457.5866	524.0529	711.2283
"764"	"FAM171A2"	8.9606	45.4287	80.3327
"765"	"LOC440354"	257.1147	82.6316	186.3232
"766"	"COL11A1"	13.1422	3.5694	0.4057
"767"	"PABPC5"	7.1685	64.8982	45.035
"768"	"SYNPO2L"	0.5974	2.9204	2.84
"769"	"FLJ37543"	0	0.649	1.6229
"770"	"HIGD1B"	11.3501	13.7876	9.7373
"771"	"THNSL1"	86.6189	162.2455	316.0564
"772"	"ACYP1"	41.816	47.0512	156.6082
"773"	"GRIN2D"	7.7658	29.2042	45.035
"774"	"CKAP4"	2336.9176	2381.1146	989.5527
"775"	"PDLIM3"	2813.6201	2253.2652	1269.4999
"776"	"GATA5"	27.4791	87.937	17.8517
"777"	"MED15"	2128.4349	1605.2568	2009.5344
"778"	"SVOPL"	3.5842	5.5163	15.8231
"779"	"SPINT3"	0.5974	7.1388	0
"780"	"RBAK"	250.8961	435.35	418.6145
"781"	"PLS1"	831.5412	349.1523	166.7512
"782"	"DNMT3B"	45.9976	25.9593	76.6812
"783"	"MAPK1IP1L"	3955.1971	1763.6083	2129.222
"784"	"ARMC10"	602.3716	588.3702	626.6721
"785"	"KLF6"	26310.6332	2836.3754	16567.6032
"786"	"BEGAIN"	33.4528	55.8124	30.0233
"787"	"UBE2QL1"	0.5974	206.7007	126.5848
"788"	"BPIL3"	0	0	0
"789"	"SLC25A20"	124.8507	303.0746	421.9495
"790"	"KIAA1429"	777.7778	1458.2624	1104.3716
"791"	"KRTAP19-4"	0	0	0
"792"	"TFPI"	1439.0681	743.0843	494.5735
"793"	"SSNA1"	487.4552	665.2065	851.6077
"794"	"WNT2"	8.9606	134.3393	0
"795"	"RNF103"	1364.6237	1431.7871	924.5522
"796"	"C8orf46"	10.1553	66.8451	17.8517
"797"	"CARD8"	258.6619	574.0245	1220.4077
"798"	"ITSN1"	518.5185	1208.7288	567.1975
"799"	"LDB1"	1272.4014	1640.3018	1569.3275
"800"	"LOC151658"	0	0	0
"801"	"C17orf44"	17.3238	57.1104	114.0075
"802"	"SYF2"	647.5508	1197.3716	1786.3881
"803"	"TFEC"	19.1159	77.8778	251.1411
"804"	"DGKH"	219.8327	95.7248	21.0975
"805"	"USP14"	1376.9415	1316.7843	906.7857
"806"	"RNF165"	20.3106	88.9105	147.589
"807"	"SEC61B"	994.0263	1040.318	1626.1284
"808"	"SHC1"	4603.9427	2659.5279	2143.828
"809"	"CDYL"	902.6284	470.8364	468.2016
"810"	"LMF2"	2066.3082	1451.448	2005.8829
"811"	"ZNF780B"	218.0406	481.2201	633.7357
"812"	"CLGN"	4.1816	377.7075	5.2744
"813"	"PTOV1"	2004.779	1921.9599	2131.6564
"814"	"TGFB3"	778.9725	1777.237	239.7809
"815"	"OR52A1"	0	0	0
"816"	"HNRNPR"	2757.4671	2923.6635	2677.3506
"817"	"CFL1"	16111.7085	8411.13	12598.0323
"818"	"OXA1L"	1568.1004	1480.0032	2178.72
"819"	"METTL4"	261.6487	272.5724	331.8795
"820"	"TCHH"	8.9606	5.1919	6.0858
"821"	"SLC25A3"	7631.4217	5084.4488	5930.8246
"822"	"C12orf11"	298.0884	303.0746	401.2577
"823"	"CLEC4D"	1.7921	1.6225	1.6229
"824"	"C10orf11"	91.3978	47.3757	139.1622
"825"	"RBMY2FP"	0	0.649	0
"826"	"CENPE"	12.5448	54.839	126.9906
"827"	"TMEM168"	734.767	933.5605	682.0164
"828"	"SUGT1"	535.2449	441.3077	501.8765
"829"	"HSF2"	126.6428	332.9277	287.2502
"830"	"LEPREL1"	1014.3369	1284.3352	175.2713
"831"	"WDR6"	5721.816	4668.8375	4299.2596
"832"	"S100A7A"	0	0	0
"833"	"STAP1"	4.779	27.9062	226.3921
"834"	"C8orf75"	2.9869	1.9469	0
"835"	"JAK3"	194.1458	268.354	1368.0901
"836"	"SCTR"	0	1.9469	4.8686
"837"	"CKM"	1.7921	101.8902	0.4057
"838"	"TMEM159"	1007.7658	1088.0182	552.1858
"839"	"IQCE"	268.2198	744.0578	780.6066
"840"	"AKAP7"	91.3978	370.2442	249.1125
"841"	"ULK2"	359.0203	790.46	453.5957
"842"	"OR2T3"	0	0	1.2172
"843"	"ARFGEF1"	1990.6272	2152.3485	1584.4528
"844"	"YIPF1"	467.7419	1044.2119	927.8832
"845"	"SHROOM4"	369.773	423.1362	180.5457
"846"	"ZNF749"	97.3716	54.19	40.5721
"847"	"HTR1B"	0.5974	2.2714	0.4057
"848"	"APOC1"	164.8746	83.0697	448.7271
"849"	"ANKRD7"	0.5974	0.9735	2.0286
"850"	"TMEM135"	301.0753	395.23	477.1275
"851"	"BRE"	563.3214	477.3262	473.8006
"852"	"TWF1"	2375.1493	1825.5861	1474.3889
"853"	"TSSC1"	258.0645	347.8543	781.418
"854"	"LOC338758"	94.9821	95.0758	112.7903
"855"	"CCDC88A"	719.8327	667.4779	634.5471
"856"	"HP"	6.5711	18.496	2.4343
"857"	"SEMA3F"	1924.7312	1639.3283	557.0545
"858"	"C14orf174"	3.5842	28.8797	55.9895
"859"	"MDFIC"	791.5173	698.9535	1702.4039
"860"	"ABLIM2"	36.4397	59.0574	330.6623
"861"	"GREM1"	51.9713	1404.3969	335.531
"862"	"ZC3H12A"	3432.497	726.5352	358.6571
"863"	"LPXN"	557.3477	244.9907	1200.9332
"864"	"VWA3B"	4.779	1.298	1.2172
"865"	"C1orf61"	1.1947	0.649	4.0572
"866"	"SPINK13"	0	13.0835	1.6229
"867"	"ARL6IP1"	6290.92	3192.0175	3750.8875
"868"	"CSTF2T"	857.2282	983.8566	890.5569
"869"	"ZBTB22"	564.5161	837.8356	1164.4183
"870"	"MSI2"	446.8339	470.8364	283.193
"871"	"WDR74"	679.2115	365.7013	549.3458
"872"	"TRAPPC5"	373.9546	347.5298	914.9001
"873"	"DUSP13"	1.1947	0.3245	0
"874"	"CDC42SE2"	1444.4444	1998.2153	3561.0102
"875"	"OPN1LW"	0	0.3245	0
"876"	"CPZ"	833.3094	275.8173	1059.7424
"877"	"SFRS6"	5008.3632	3840.9994	4063.2924
"878"	"ADRA2B"	89.0084	18.496	7.303
"879"	"C12orf60"	7.1685	24.6613	24.3432
"880"	"CLDN6"	2.3895	1.298	0.8114
"881"	"CDK19"	252.4134	2136.6107	527.3354
"882"	"PAPSS1"	1145.7587	2730.5914	1089.7657
"883"	"TRIM68"	89.0084	675.9147	455.2186
"884"	"C1orf51"	10.7527	147.6434	80.7384
"885"	"C10orf10"	706.0932	802.7906	532.7112
"886"	"COASY"	1026.8817	1072.1181	1508.8751
"887"	"ITK"	216.2485	94.4269	912.8715
"888"	"SERTAD2"	3801.6726	1175.6307	901.917
"889"	"FOXC2"	12.5448	9.7347	16.2288
"890"	"ZNF439"	111.1111	174.9006	214.2205
"891"	"PLCXD1"	3349.4624	240.4478	271.8328
"892"	"C7orf30"	345.8781	228.7661	468.2016
"893"	"USP19"	1192.951	1835.6453	1786.3881
"894"	"LHX2"	0	1.9469	2.4343
"895"	"CLIC5"	89.6057	269.003	472.6646
"896"	"BCAS3"	681.0036	755.4149	549.7515
"897"	"NIPAL2"	440.2628	672.6697	63.6981
"898"	"MRPL17"	583.632	574.6735	745.7146
"899"	"PRKAR1A"	9076.4636	7009.9781	6231.4636
"900"	"FAM136B"	0	0	0
"901"	"FOLH1B"	0	28.5552	0
"902"	"PBX1"	2446.2366	5326.8435	2300.8419
"903"	"DMRTC1"	0	0	6.4915
"904"	"MIF"	2638.1362	3253.8915	4528.7879
"905"	"WNT1"	3.5842	1.9469	5.6801
"906"	"GPX1"	3033.4528	2144.5607	3433.614
"907"	"RAB12"	620.0717	642.1676	683.2336
"908"	"SLC5A1"	0	1259.0249	1.6229
"909"	"TMEM231"	93.184	341.9551	355.7602
"910"	"AKAP13"	4615.8901	4064.8982	4478.7504
"911"	"CWC15"	535.8423	658.3921	945.3291
"912"	"TFEB"	1018.5185	556.1775	924.2317
"913"	"LRRC14B"	0	0.3245	1.2172
"914"	"C1orf101"	21.5054	12.0062	25.5604
"915"	"SLC5A2"	0	0	0.6167
"916"	"C2orf57"	0	0	1.2172
"917"	"OXTR"	2.3895	19.4695	16.6345
"918"	"PMS2L11"	67.957	89.3453	44.1424
"919"	"KCNC1"	0.5974	13.3041	3.2458
"920"	"HERC2P2"	647.5508	598.6858	1255.2997
"921"	"FLJ46111"	17.3238	12.9796	5.6801
"922"	"LOC100130776"	41.3441	100.2482	49.1409
"923"	"FLJ42627"	40.6213	36.8816	22.3146
"924"	"ZBTB20"	18.5185	116.1678	14.2002
"925"	"MALAT1"	12518.2736	2707.0528	7087.4003
"926"	"SLC7A14"	0.5974	9.7347	0
"927"	"RPL37A"	15497.6105	10136.4484	13968.9624
"928"	"DGKD"	914.5759	899.1644	1070.2911
"929"	"DAO"	0	0	0
"930"	"EGF"	0	99.2942	49.0922
"931"	"PLXNC1"	16.7264	282.9561	288.8731
"932"	"MVP"	6290.3226	2977.529	3045.3393
"933"	"UGGT2"	502.9869	321.895	361.4971
"934"	"EID2"	114.6953	203.1313	281.9759
"935"	"OR1F2P"	0	0	0
"936"	"CC2D1B"	1010.7527	713.8801	1019.1703
"937"	"ATMIN"	1482.0789	1834.9963	1342.5297
"938"	"WDR72"	63.9188	30.8266	1973.0196
"939"	"CPA4"	0	0.9735	0.4057
"940"	"HNRNPUL1"	4223.417	5339.1742	6397.4034
"941"	"MYBPH"	0	0.3245	1.2172
"942"	"ONECUT3"	0	0	0
"943"	"OR6N2"	0	0	0
"944"	"FNDC1"	133.2139	70.4145	2478.5475
"945"	"KIAA0146"	982.0789	920.2563	853.6363
"946"	"CHRD"	165.4719	297.5582	55.5837
"947"	"PISRT1"	0	0	0
"948"	"TMEM120B"	346.5591	310.4275	507.0291
"949"	"DNAJC19"	298.6858	363.7544	509.5852
"950"	"BMP6"	145.9677	170.2993	182.408
"951"	"FADS3"	294.5042	186.9068	406.1264
"952"	"PIK3CB"	476.1051	1045.1854	1682.1179
"953"	"KCNK12"	0	1.6225	46.6579
"954"	"TTF1"	232.3775	292.3664	484.8362
"955"	"SAMD13"	13.7395	84.0432	107.9217
"956"	"BLK"	6.5711	7.1388	570.4432
"957"	"LOC154761"	35.7587	36.2813	42.1341
"958"	"C6orf168"	7.1685	193.0721	24.3432
"959"	"C3orf47"	31.0633	44.1308	65.7267
"960"	"CCR5"	100.3584	174.5761	608.9867
"961"	"ZWILCH"	154.0024	237.1283	207.66
"962"	"LYPD6B"	538.2318	179.4435	7.7087
"963"	"URM1"	711.4695	901.7604	1070.2911
"964"	"GALNT12"	555.5556	276.7908	545.6943
"965"	"ISCA1P1"	58.5424	58.0839	49.4979
"966"	"PTGDS"	697.1326	18805.2243	3251.4454
"967"	"FAM82B"	533.4528	635.0288	1103.5602
"968"	"PDDC1"	1019.1159	1159.7307	1229.3336
"969"	"NOL4"	4.779	19.7939	35.7034
"970"	"CPA6"	132.6165	429.626	0
"971"	"FYB"	173.2378	516.5896	1951.9221
"972"	"USF2"	1600.3584	1678.9162	3842.9861
"973"	"ARIH1"	2565.7109	1789.5676	1424.891
"974"	"C8orf38"	53.7634	87.6126	234.1008
"975"	"OR1L8"	0	0.649	0.8114
"976"	"CEP68"	328.5544	1417.052	736.8455
"977"	"RLF"	1143.3692	758.6599	760.7262
"978"	"IL28B"	0	0	0
"979"	"ZNF563"	20.3106	98.6453	103.8645
"980"	"KRT78"	1.1947	0.3245	0
"981"	"GNG8"	0	0	0
"982"	"FMN2"	0.5974	57.4349	3.6515
"983"	"CAMTA1"	354.8387	392.6341	520.1339
"984"	"GPR160"	427.718	806.0355	247.4896
"985"	"CCR4"	30.4659	24.6613	137.5393
"986"	"SLC44A5"	412.7838	79.8248	27.9947
"987"	"TUBBP5"	13.1422	91.182	73.4354
"988"	"DAGLA"	25.687	351.7482	111.9789
"989"	"RNF144B"	488.0526	1628.2956	2207.9318
"990"	"YARS"	1135.6033	970.8769	1397.302
"991"	"TSTD1"	619.4743	812.1944	1417.9937
"992"	"CYB5B"	1879.9283	1223.9799	1432.5997
"993"	"TRIML1"	0	0	0
"994"	"PDHB"	732.9749	1082.8263	1043.9193
"995"	"PTGDR"	11.9474	19.7939	69.784
"996"	"DSTN"	8409.1995	13853.1678	7276.6001
"997"	"EMILIN3"	16.828	311.5308	6.6619
"998"	"CMTM2"	1.1947	5.5163	2.84
"999"	"CLSTN3"	826.7622	877.4235	1593.6708
"1000"	"ELOVL6"	666.0693	137.2597	41.3835
"1001"	"MC2R"	4.1816	0.649	0.4057
"1002"	"SEC63"	1976.1051	3076.1743	3176.3871
"1003"	"YWHAB"	8915.7706	6351.9104	6254.9954
"1004"	"TBCK"	467.7001	539.1612	489.7982
"1005"	"PSMC5"	2271.8041	1965.3249	2326.3536
"1006"	"PM20D2"	430.7049	1394.0131	708.794
"1007"	"C4orf48"	3.5842	2.5959	96.9672
"1008"	"C6orf223"	1.1947	0.9735	23.9903
"1009"	"LOC642852"	168.4588	263.1622	524.5968
"1010"	"RCSD1"	135.006	263.1622	1200.5274
"1011"	"SLC25A25"	3350.0597	1103.9182	1383.1017
"1012"	"OR10G9"	0	0	0
"1013"	"THAP5"	215.6511	607.4471	611.0153
"1014"	"C17orf51"	175.0299	273.2214	157.4196
"1015"	"SNORD115-26"	0	0	3.6515
"1016"	"MRPL33"	389.4863	461.7506	471.0417
"1017"	"C8orf59"	332.2162	302.1952	585.2886
"1018"	"DHRSX"	353.0466	363.9328	362.6331
"1019"	"LY6K"	81.8399	18.1715	19.4746
"1020"	"C10orf129"	219.2354	0.9735	1.2172
"1021"	"SPAG4"	139.7849	28.5552	118.0647
"1022"	"CLK1"	3505.9737	1446.2562	4890.9626
"1023"	"RNASE4"	1494.2294	2517.0406	564.8362
"1024"	"FAM162A"	1801.0753	861.5235	813.8756
"1025"	"TOR1B"	543.0108	596.7389	443.047
"1026"	"PSMB11"	0	0	1.2172
"1027"	"SNORA65"	0	0	0
"1028"	"PSMC3"	1621.8638	1482.9237	1904.0471
"1029"	"SNAI3"	139.1876	27.2572	84.7956
"1030"	"ZNF830"	361.4098	376.085	463.7387
"1031"	"NEFM"	488.7933	7.1388	0.4057
"1032"	"ADH1A"	7.1685	2.5959	3.2458
"1033"	"CRLS1"	574.6714	764.8252	747.7432
"1034"	"ING2"	148.1481	145.3719	209.7576
"1035"	"HIST1H2AG"	0	9.0857	2.84
"1036"	"CHAC2"	22.7001	25.6348	34.0805
"1037"	"ESRP2"	2063.3214	1209.0533	769.6521
"1038"	"NECAP1"	779.5699	865.4174	846.739
"1039"	"TNP1"	0	0	0
"1040"	"C10orf40"	0	0	0
"1041"	"CHST15"	175.6272	1075.0385	1624.0998
"1042"	"CYP27B1"	30.4659	12.3307	128.2077
"1043"	"NETO1"	0	0.3245	0.8114
"1044"	"NPC2"	2887.0968	3297.8016	8589.9178
"1045"	"STMN1"	575.8662	627.5655	1572.5733
"1046"	"SLC25A37"	663.0824	678.1861	642.6615
"1047"	"GALK2"	209.08	374.7124	396.0483
"1048"	"IER2"	6050.7766	4728.4822	5650.4717
"1049"	"TXNDC15"	751.4934	1397.5825	2397.8091
"1050"	"GP2"	0	1136.0428	0
"1051"	"IFT81"	221.6249	359.2115	428.8467
"1052"	"HEXDC"	362.6523	453.3431	529.1206
"1053"	"GLYCTK"	103.9427	90.8575	152.9567
"1054"	"PLP1"	274.1935	209.6212	15.4174
"1055"	"KRTAP5-10"	19.1159	0.649	0.8114
"1056"	"CCDC113"	105.7348	185.6088	141.1908
"1057"	"LOC284900"	175.0478	168.453	177.6651
